Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
17;-0,2946022;0,2224033;0,1242286;0,9605758;0,8964292;-0,2890465;-0,7919427;-0,1716996;-0,1012185;-0,2746016;0,7652384;-0,8557361;0,5262706;0,1002872;0,3934666;-0,2555498;0,1835194;-0,9139125;-0,5618955;0,0082102;0,1721924;0,7626335;-0,1504378;-0,6869747;-0,2996420;-0,2022766;-0,3325360;-0,3608421;761;0
0;-0,8870464;0,6172679;-0,6410732;-0,9811058;-0,2953390;-0,8461756;0,0202348;0,9344854;0,3351673;0,0445288;0,2541784;-0,0801323;0,0960574;0,3331450;-0,6346072;0,5185469;-0,9292287;0,6285031;-0,7019310;0,6317539;-0,1630461;0,7600577;0,0667876;0,0885987;-0,6490608;0,5599278;-0,9534431;0,6804806;363;0
6;0,9996972;0,0003970;-0,0367109;-0,5039652;-0,3253845;-0,3942820;0,4676630;-0,6705900;-0,7822262;-0,9085883;0,4787247;-0,7186988;-0,0791733;0,7391832;0,3596565;-0,3711415;-0,1924801;0,7515508;0,4573414;0,2039670;0,5894056;0,7539636;-0,9671499;0,9230994;0,6478334;0,2353596;-0,6340745;0,2260013;405;0
18;0,6917812;-0,2050174;-0,0925104;-0,9315157;-0,6602156;0,8084461;0,9320648;0,1359650;0,0886143;-0,6921204;-0,9568705;0,3362754;-0,6241952;-0,1927905;-0,4546415;-0,7377770;-0,8992786;0,2213154;0,4417756;0,9701816;-0,9093252;0,3265269;0,3381510;-0,3867514;-0,4681460;0,6351710;-0,6830771;0,3442158;293;0
16;0,9296661;-0,2675544;-0,0181947;0,2405102;-0,9238256;0,8526166;0,6888588;-0,2443399;-0,6687319;0,7651668;0,3212027;-0,3244894;0,4544595;0,9299520;-0,2203638;0,9900287;0,6567254;0,1557941;-0,0927216;0,1413738;0,4356617;-0,3979577;-0,2294003;-0,9420420;-0,6319574;-0,7914962;0,6749736;0,1729475;518;1
14;-0,0430410;0,8587447;0,3378115;0,0432815;-0,9558950;0,5375721;0,3726954;0,9782708;-0,9371245;-0,2808464;-0,4332955;0,8555338;-0,8952314;0,5513429;-0,1490626;-0,4416295;-0,7277507;0,6049099;0,7459614;-0,7412551;0,5468268;0,7602301;-0,1580839;-0,5262745;0,6233929;0,0393453;-0,0061182;0,6871292;552;0
8;-0,1677878;-0,0280225;0,4785640;-0,6220921;-0,8456263;0,6230191;0,8079526;0,1314989;0,4432868;0,1007307;0,2535879;-0,8071230;0,7921879;0,2115205;0,1944828;0,8344459;-0,2807473;-0,1316923;0,5384402;-0,7524070;-0,1023383;0,1527300;-0,9600910;0,3903645;0,3812211;0,2346211;0,7462313;-0,4233391;996;0
16;-0,4251339;0,6355252;0,3655742;-0,4502072;0,0806228;0,6779237;-0,3271636;0,2806478;-0,2013432;-0,1754499;-0,7822221;-0,9596371;-0,5753445;0,8179955;-0,1557007;0,2945635;0,8846803;0,4044708;-0,9380461;0,1876393;0,4136058;0,0209760;-0,3121955;0,3036142;0,2049085;0,8015882;-0,9756527;0,8379898;88;1
14;0,6874191;0,1183095;-0,9580794;-0,1075579;0,6881979;-0,7561328;0,9031522;-0,7344666;0,7800303;-0,4598689;0,4678113;-0,6244678;0,8224699;0,1124198;-0,4180744;0,3811186;-0,6146613;0,4667702;0,6480816;-0,7089445;0,2237014;-0,0010863;-0,7853043;-0,1100456;-0,7411332;-0,5076653;-0,0239903;0,6445811;898;0
5;0,6297787;-0,6516019;0,0822943;0,5200658;0,9691679;-0,3494954;-0,9627659;-0,3015079;0,2199175;-0,2837361;0,7329294;-0,7642870;-0,7540321;0,7163683;-0,6234552;0,9751767;0,0822362;0,0875122;0,1084465;-0,0206457;0,5109618;0,8650459;0,1114990;-0,8500131;0,1907624;-0,1040366;-0,4857074;0,2170159;127;0
8;0,8914693;0,9173721;0,8816452;0,9727698;-0,2617471;-0,8916178;-0,5235267;-0,4912676;0,2857748;-0,6097296;-0,5721921;-0,9740296;0,3616080;-0,9457842;-0,0751922;-0,2014665;-0,3346393;0,0253602;-0,3399477;0,9757482;-0,3703688;-0,3772402;0,2296690;0,4709388;0,6694266;0,2627769;0,2051361;-0,5540370;829;0
6;-0,3653524;-0,1940159;0,3548456;-0,5193618;-0,9156525;0,1034061;-0,4687889;-0,0068806;0,4465210;-0,1961881;0,1142758;-0,8820405;-0,1795672;0,6824313;-0,3638377;0,0404709;-0,3485935;-0,4150651;0,7954507;-0,6825255;0,0844156;-0,9094988;0,3964032;-0,7281420;-0,9006081;0,7023840;0,6468095;0,6130185;951;0
16;-0,8791474;0,1823004;-0,7018117;0,1124114;0,5145378;-0,8609564;0,2222604;0,3246367;0,0762010;0,9362822;0,3984624;-0,5762066;-0,9669520;0,1822768;0,8056067;0,5931536;0,3975841;-0,7849539;-0,0155150;0,3188466;-0,4274801;-0,3534339;-0,8032054;0,0684764;0,3303452;-0,2375607;-0,6596069;0,0875688;682;0
0;0,4739459;-0,8392185;-0,3052372;-0,0004664;-0,2663947;0,7431972;-0,5653008;0,8523065;-0,8351071;0,1143510;-0,2821824;-0,5947753;0,1282612;-0,8495772;0,9750597;0,0210275;-0,5494617;0,9944229;-0,5772959;-0,5256452;-0,1570461;-0,9382053;-0,9160161;-0,3961693;0,3675277;0,6217977;0,2194271;0,9665607;844;0
9;-0,0041735;0,2139056;-0,1518864;-0,7513665;0,0731280;-0,8654886;0,8901044;-0,6369897;-0,0024372;-0,6173397;-0,8064050;0,8632950;-0,9510350;0,4455551;-0,8767458;0,9700008;0,9471581;0,2226600;-0,6323088;0,9904080;0,4693651;0,3794621;0,1051964;0,1980841;0,8895304;0,6658971;0,7784530;0,9311835;422;0
18;-0,5673420;0,9592746;-0,7380621;0,3415289;-0,4013021;0,6863654;-0,3562879;-0,3232257;0,5714606;-0,3783947;0,2874017;-0,2054970;-0,0396521;-0,1139431;0,8029933;0,3340058;0,1605310;-0,3924498;-0,4868450;0,3871240;-0,9865936;0,1396664;0,4058457;0,4541096;0,1745551;0,1691309;0,1853378;-0,5310828;289;0
7;-0,6774792;-0,2295432;0,8482700;-0,2169769;-0,4809802;-0,6749395;0,9293693;-0,2714614;-0,3005852;-0,2989423;0,4349306;0,4054295;-0,3974210;-0,9667794;0,1306050;-0,6029495;-0,9021047;0,8154452;-0,5019735;-0,9062720;0,5373116;0,7656546;-0,6063850;0,8306982;0,3770028;-0,6023637;-0,1280825;-0,7389002;93;0
17;-0,3142834;-0,4414521;-0,8665972;-0,6540307;0,0051783;0,1833088;0,0716200;0,1865125;-0,8043030;-0,2247712;-0,9588564;0,4501685;-0,3802973;-0,4616883;0,4730281;-0,0673498;0,8880192;0,1289560;0,6028555;0,6239295;-0,6192896;-0,5219618;-0,2115296;0,9959613;-0,9240301;-0,3319192;0,4730317;-0,2225253;464;0
11;0,9948170;0,4306830;0,4815778;0,6142222;-0,1529149;-0,9285210;-0,4944270;0,0507555;0,1291794;-0,2966102;0,0492640;0,1722137;0,4451220;-0,0619957;-0,0675592;-0,2057542;0,5243470;0,5445407;0,2763804;-0,4343487;-0,6198883;0,1363588;0,3689947;-0,8597794;-0,6367712;-0,6972496;0,7919970;0,6329241;655;0
1;-0,0417685;-0,1987691;0,3094666;0,6472306;0,7701612;0,8675165;0,6418166;0,2994619;-0,5712809;0,0592059;0,9524827;-0,3790248;0,9555850;-0,0744199;-0,2994008;-0,8388011;-0,6284781;-0,7536388;0,3986700;-0,1828973;-0,2584667;-0,8969045;-0,9704676;-0,1674793;-0,3107086;-0,6052149;-0,8845860;-0,3644087;704;0
8;-0,7504413;0,3845989;0,8907042;0,1751540;0,9605284;0,8238250;-0,6991845;-0,3039212;-0,4764545;-0,1783660;-0,8865197;0,7685764;0,9878761;0,2876728;0,5704481;0,3750353;0,2367846;0,9401788;0,6688047;-0,9487055;0,5368728;0,1442411;0,6578453;0,2265887;-0,8947562;0,6873393;-0,1301740;-0,9818357;589;0
20;0,2008756;-0,9040725;-0,7638839;0,9824095;0,2600284;-0,0358973;0,8965038;-0,2888472;0,1522112;-0,7774192;-0,9897409;-0,9469575;0,0606479;0,0762108;-0,9043555;-0,1897225;0,8675459;0,1461319;0,4709794;-0,5432192;-0,4444194;0,8020719;-0,5617276;0,0864472;0,6205459;0,9970107;-0,1168634;0,1715027;655;0
13;-0,5572693;-0,1725436;0,9986494;-0,2097413;-0,7842400;-0,9969060;-0,7916873;0,6661614;-0,0987543;-0,9710470;0,9516713;-0,1233296;0,9001668;-0,3028941;0,9556039;-0,0962735;0,5758942;0,5217050;0,1824737;-0,3347622;0,6355643;-0,7448032;0,5092750;0,7017554;-0,5020847;0,4202544;0,9060302;-0,5788247;533;0
4;0,6248914;0,6236865;0,8922341;-0,6165169;-0,2657372;-0,9022383;0,4200741;-0,3328984;0,8934278;-0,6565054;0,0556059;0,4732326;-0,2413690;-0,7516262;0,6180240;-0,4993755;0,9996607;-0,0629359;-0,9119757;0,1352702;0,6650195;0,3166884;-0,3362763;0,3185612;-0,8164205;-0,0024449;0,7193260;-0,2537237;540;0
2;0,1964272;-0,7432489;0,2214263;0,5360927;-0,7265186;0,1956468;-0,0969998;-0,0907092;0,5217853;-0,9493313;0,8860380;-0,6943242;-0,7743153;-0,2977709;0,4904508;-0,3112588;-0,8040302;0,1527589;-0,0131301;0,4912013;0,7392568;0,9797666;0,6796446;0,5676036;-0,2591289;-0,7149751;0,5590853;0,3780807;555;0
18;0,3619501;-0,3527928;0,8917612;0,8952866;0,5444548;-0,4963090;-0,0900063;-0,3320695;-0,7908837;0,7881874;0,7507307;0,6552637;-0,8940686;0,3867684;-0,2496781;0,0578605;-0,9564034;-0,0961580;-0,9478628;-0,3701829;0,2966443;0,6626153;0,3822095;-0,5558465;0,3715838;-0,0788222;-0,2796597;0,0011265;951;0
0;-0,4080692;0,6230541;-0,0330230;0,9825221;-0,2907619;-0,5302687;0,1878023;-0,8110518;0,6086261;-0,1632852;-0,5502880;-0,6691398;0,9145396;-0,4288722;-0,0202172;0,1595489;0,7810946;0,1938436;-0,2806418;-0,7687556;-0,5342691;0,7055795;0,3423627;-0,0489118;-0,3075140;0,0613478;0,4844914;-0,0638637;918;0
12;0,5179577;-0,9981960;0,5761761;0,2774317;0,4605566;-0,4346450;-0,1076373;-0,5757627;0,5932569;0,6576695;-0,7453994;-0,5127850;-0,4023664;0,9699544;-0,9914824;0,9464707;-0,5042450;-0,6436469;0,4274983;-0,6663709;0,4577036;0,5225882;-0,6510370;-0,1787604;-0,1872992;0,4592434;0,6443678;-0,0748190;408;0
6;0,4067924;0,1371482;-0,6482606;0,5697146;0,9097898;-0,9732800;-0,2480826;-0,4120003;0,4839550;0,5091086;0,6008740;0,5970230;0,4736973;0,4630956;0,8186992;0,6913630;0,6424269;-0,0192443;0,4601680;0,1857153;-0,5647684;-0,2489970;-0,4712812;-0,6800966;0,1985452;0,5727006;-0,5969479;-0,5736631;311;0
1;0,1737005;-0,3905086;0,4168410;-0,8057044;0,9983131;0,3913915;-0,3153001;-0,4686672;-0,9406026;0,1668795;0,1962656;0,4079508;-0,0092355;0,8770703;-0,6270819;-0,9231491;-0,9947986;0,1945223;0,1708146;-0,5763609;0,9644364;-0,4326318;0,9074824;0,7217842;-0,8810060;0,8485521;-0,9766958;0,9526222;198;0
6;0,0353345;-0,4163751;-0,3011710;0,3819476;-0,9833149;-0,2819616;-0,9889972;0,9256116;-0,2603270;-0,6635031;-0,3969171;0,5902111;0,2397778;-0,1042461;0,9728655;-0,5481544;0,5866071;0,3363002;-0,6121487;0,0687886;-0,7653625;0,2801817;-0,4078630;-0,5636695;-0,8572384;0,2177304;-0,1610275;-0,1378625;467;0
10;-0,5420822;0,2866958;0,5733122;0,0809233;0,1134192;0,6397762;-0,0834772;0,3369120;-0,4349377;-0,5137607;0,9858673;-0,5906016;0,3689911;0,2029284;0,3115080;0,7183590;0,5257692;-0,9629366;0,0291910;-0,1574788;-0,4498460;0,8340406;0,5618200;0,3810924;-0,8936920;0,4561643;0,5614363;-0,1743580;836;0
6;0,0337271;-0,4399151;0,0342174;0,0485529;-0,6017962;0,9355377;0,6714688;0,2304656;-0,0974100;-0,7302239;-0,3821123;0,1215858;0,1548628;0,7362511;0,2530471;0,7549772;-0,0696679;-0,6097093;-0,5985140;0,6318815;-0,6876576;-0,2949485;0,9018891;-0,8026919;0,1817477;0,4908580;-0,2823059;-0,0422626;291;0
5;-0,4473104;-0,7377077;-0,3970320;-0,2926580;-0,7440436;-0,8892031;0,7181699;0,9304641;-0,8273973;0,3317802;0,1778854;0,8772206;0,9304176;-0,1542627;0,3304294;0,9476697;-0,3575335;0,3162769;-0,3183250;0,6711899;-0,0182516;-0,8342455;0,8882543;-0,1437481;-0,4956262;-0,0533807;0,3579610;0,0356604;356;0
8;0,8020484;-0,2204688;-0,8389512;0,9166672;-0,9936064;0,0599724;-0,6464943;-0,6944028;-0,9562749;0,1810440;-0,2214928;-0,9944213;-0,7909302;-0,9341532;0,2671476;-0,0443446;0,1659976;0,8130284;0,3548726;0,9468080;0,6326802;-0,3394032;-0,6679106;-0,0040171;0,7306572;-0,6392623;-0,6353524;0,7472567;994;0
20;0,5025626;-0,8410208;0,9944278;-0,7132905;-0,6779808;-0,3890048;0,7642662;-0,9268419;0,0973538;-0,3134024;-0,2770095;-0,0361742;-0,9736688;0,7738538;0,0498795;0,2662253;-0,1460292;-0,2808241;-0,7458870;0,9186740;0,5589126;0,6976603;-0,9916162;-0,5338153;0,9569199;0,1620354;-0,8032540;-0,9495206;437;0
3;-0,0526184;-0,7329315;0,4648161;-0,3791046;0,0493198;0,9505890;-0,7690308;-0,7627024;0,2990711;0,3780684;0,2523354;0,5277174;-0,6523189;-0,9807407;-0,9451792;0,8560047;0,4553951;0,8272516;-0,4036871;-0,0825011;0,0148352;0,2652090;0,9015828;-0,7333129;0,7506143;0,4182249;-0,1818137;0,2259862;429;0
4;0,1549339;-0,1767917;0,1090701;0,6150140;-0,8741753;-0,4867213;0,1269290;0,8569734;-0,2329298;0,3413524;-0,3669655;-0,4072855;-0,3614535;0,6823304;0,4496867;0,1458967;-0,2120595;-0,3124966;-0,9628900;0,1081932;0,8322589;-0,9841687;-0,1118390;-0,0268056;-0,3024876;0,4979709;0,9841480;0,3631814;823;0
5;0,1630261;-0,1455884;-0,8309839;0,8786897;0,3538226;-0,5030367;0,2458030;0,6360531;-0,4488740;0,7644293;0,5823411;-0,1093595;-0,2211267;0,6474218;0,3742878;0,3761766;0,1928015;0,8307650;-0,8660037;0,2729568;0,6280928;0,7803046;0,3480870;0,4454018;-0,8159964;0,7666534;-0,5136186;-0,1853247;61;0
0;-0,3185513;-0,9221940;0,4766719;0,0964941;0,4315735;0,2013365;0,8576562;0,5899511;0,7420354;-0,2750412;0,4583886;0,5481104;0,1364367;-0,3916157;-0,9151642;0,0527032;0,2192465;0,6101947;0,9079940;0,7114296;0,8327404;0,5589537;0,2146344;0,5245859;-0,7132385;0,6976862;0,1729282;0,4314780;847;0
12;-0,5662102;0,8985048;-0,8271618;-0,9581007;0,3439961;-0,1725196;-0,1991061;-0,7153295;-0,6715886;-0,5369666;0,9757542;-0,7886347;-0,5342823;0,3068888;0,0014612;0,1314994;0,7217250;-0,3111139;-0,3402391;0,2731941;-0,4570677;-0,5592525;-0,2852418;-0,6705117;-0,8945879;0,0132904;-0,1671101;-0,3754099;934;1
18;0,4657748;-0,3525165;-0,3222289;-0,1712666;-0,9882306;0,4848840;0,8314692;0,0636122;0,6262993;-0,4125427;-0,6294112;0,0686946;0,7282415;-0,7206995;-0,9227329;-0,9287068;0,5867575;-0,3031780;-0,5875370;-0,3566734;0,9068261;-0,7127860;0,5579694;-0,3556207;0,1001043;0,4648292;0,9394381;0,8722820;140;0
11;0,2745842;0,4572114;-0,1967712;0,1460682;-0,7004474;0,5842773;-0,8298530;0,4236016;0,9548223;0,6964287;0,3803262;-0,7620930;-0,0575246;-0,1373915;0,9626482;-0,1161403;-0,5779495;-0,6309474;-0,1452284;-0,5683919;-0,1931239;0,3658556;-0,8836389;0,8891947;0,2810305;0,3788704;-0,0811673;0,8304871;714;0
3;0,4382986;0,8752039;0,4378731;-0,4574175;0,9802205;-0,5030129;0,2639448;-0,8001785;0,8705593;-0,6325573;-0,5878216;0,1133879;0,8860465;-0,8049697;0,4056024;-0,3412251;0,5975306;0,5825604;-0,8050246;-0,8710871;-0,4051946;-0,2253655;0,2586468;0,5477826;0,9447530;0,6110010;0,8271364;0,2931337;718;0
1;-0,7957299;-0,3906984;0,4914419;0,4524544;-0,0051902;0,1854502;0,8714214;-0,3231055;0,2260132;-0,2429211;-0,0202333;0,5778951;-0,0122701;-0,7265807;-0,3572790;0,3128009;-0,1871722;-0,8448646;0,4193801;0,1488771;0,4200907;-0,0398586;0,5623250;0,5988229;-0,2216091;0,8398390;-0,7191442;0,1113122;663;0
17;-0,4003730;0,9954641;0,4365744;0,2030143;0,2516693;0,8634841;-0,4616247;-0,4457242;-0,0625858;-0,0812426;0,8039384;-0,1800876;0,3845955;0,3660543;-0,5741372;0,5588845;-0,1727792;0,2675541;-0,8663893;-0,1884099;-0,2340395;-0,2048534;0,9198480;-0,1166083;-0,5118813;0,0280373;-0,0009812;0,9895224;919;0
17;-0,3722551;0,5433921;0,9478842;0,3886869;0,7240165;-0,5902520;0,8810225;-0,3768845;0,3198355;0,3816192;0,2156235;-0,0485374;-0,2475037;-0,5968482;-0,7622910;-0,1522216;-0,3623344;0,8761912;-0,0270833;-0,2709653;-0,4540069;-0,9565347;-0,1971817;0,4430528;-0,4576332;-0,7334564;-0,2850048;-0,0094037;611;1
13;-0,6155753;0,4852791;0,4556114;-0,0035701;0,2474478;-0,9030878;0,9285863;0,7985144;0,7118407;0,1887029;0,7832943;0,3755973;0,4850058;0,0514622;0,3343588;0,0977540;-0,3642995;0,9527337;-0,6140605;-0,5329637;0,2376338;-0,1792461;-0,7964502;0,1090335;-0,5987360;-0,6634123;-0,7077260;-0,1069984;89;0
16;-0,8053131;0,5120319;-0,5878445;-0,6217618;0,6902657;0,5948268;0,4946075;-0,2282151;-0,0389044;-0,9453188;0,5774367;0,4777118;-0,5256651;-0,9628344;0,1568714;0,3245035;0,3593416;0,8930358;0,5822370;-0,2358858;0,3583714;0,1075516;-0,6209268;0,5534235;0,5286228;0,6124081;-0,2536176;0,3090024;955;0
2;0,2716594;-0,2367691;-0,2843786;-0,6321363;-0,4582801;-0,7256899;-0,9195187;-0,2238490;-0,1932580;0,7408255;0,2423411;0,1703573;-0,0535779;0,0859133;0,4411071;-0,2899100;-0,9060272;0,3746798;-0,8013426;-0,9063288;-0,1954765;-0,4559225;-0,1978726;-0,0578944;0,5534965;0,7433415;0,7922851;-0,2570266;830;0
13;0,6501365;-0,3920757;-0,3030267;-0,2869047;-0,8923918;-0,6702201;0,7547502;-0,1810622;0,3345213;0,0084714;0,9955411;0,8698181;0,1472698;0,6497475;0,1364657;-0,0660442;-0,5126877;-0,6394397;-0,9522604;-0,4033527;-0,8080570;0,3358821;-0,9340610;-0,1202684;-0,8208102;0,9698895;-0,4928706;-0,5134432;347;0
15;-0,2228971;0,2669495;-0,9328446;-0,7511252;-0,7184003;-0,9188856;0,2447410;0,7950933;0,7972212;-0,9442948;0,0112183;-0,1699432;-0,7859712;-0,2967102;-0,6245499;-0,1827610;-0,6946816;-0,5579957;0,1722978;-0,2034586;0,1824496;0,5838601;-0,5879011;0,1468466;0,6931107;0,0804384;-0,4851755;-0,7954258;609;1
5;0,2586977;0,3680876;0,5918480;-0,1020348;0,0260731;0,1061362;0,1258449;-0,1450486;0,8502928;-0,2357514;0,0157693;-0,3110176;-0,8463300;0,3051352;-0,7094955;-0,7057507;0,9372998;0,6007071;-0,6250777;0,7571864;0,1680140;-0,9900267;-0,9024396;0,2822798;0,2374049;-0,4722341;0,9939236;0,5728225;981;0
5;0,3760851;-0,9777279;-0,4758834;0,1513821;0,5073672;0,5099811;-0,5056778;0,7120940;-0,4527043;-0,6641645;0,5156941;0,9750645;-0,9259351;-0,4536022;-0,5795756;0,8302315;0,2782580;-0,8155774;-0,5037497;-0,6963896;-0,5570823;-0,7350886;0,6539350;-0,9921442;0,0573193;0,5121102;0,6396574;-0,3825245;430;0
13;0,2331377;0,8598373;0,3635852;-0,8115650;-0,4530476;0,6728780;-0,9231759;-0,3170931;0,4137061;-0,4922491;-0,1224021;-0,1339421;-0,7324460;0,0488274;0,3790941;-0,7770646;0,0829224;-0,6427699;0,5068122;0,7478057;-0,6303046;-0,0170115;0,5788519;-0,1394435;-0,2847476;0,9473568;0,7105126;0,3829025;516;0
16;0,0696691;-0,2746817;0,3695510;-0,2471207;-0,2363589;-0,8243019;0,4650456;0,9769009;0,1493957;0,4208756;0,7463954;-0,9724330;0,7046338;0,0138032;0,0980980;0,8350651;0,1069728;-0,6789563;-0,3148349;-0,3921396;-0,9322156;0,1867785;0,4798381;0,9068250;-0,8738184;-0,2460893;0,8718291;-0,9311206;878;0
7;0,1533323;0,7509870;-0,3803151;0,7508204;-0,6639390;-0,2528568;0,2248755;0,9203100;-0,4064122;-0,7001433;-0,9743486;-0,1920072;-0,9574869;-0,7816551;0,1042519;0,0565288;-0,1975652;-0,2060948;0,7823079;-0,4606564;0,9876060;0,0339501;0,1957263;0,2820254;0,5544313;0,2650693;0,5062389;-0,2960547;971;0
14;-0,1058247;-0,3344903;0,2912002;0,6187591;0,8459860;-0,0118478;0,3387726;-0,0576916;-0,8600811;-0,0590285;0,5907294;-0,4739110;0,7470704;-0,6192551;0,3185452;-0,8598059;0,8843866;0,0402215;0,2230937;0,0237496;0,1018515;0,7910826;-0,0646129;0,0714509;0,8811412;0,1584738;0,1235901;0,7730731;888;0
11;0,5611057;0,3153930;-0,6592729;0,2722696;0,5396784;-0,2144924;-0,0881031;0,2251288;0,4332115;-0,9126252;-0,3457060;0,8961729;-0,5134186;-0,1465118;-0,7106559;0,8826047;0,6936852;0,3176026;0,3188623;0,4369927;-0,8430479;0,1149834;0,1546653;-0,2953606;0,9199943;0,1649076;-0,9878957;-0,4943695;226;0
6;0,9724064;0,2488015;-0,3374265;0,5038276;0,0198630;-0,3059974;-0,1486778;-0,4856892;-0,9475632;-0,2591880;-0,8537598;-0,9996574;-0,5052852;0,7912880;0,8984116;-0,1293136;0,8077784;0,1636195;-0,2742529;0,8915731;0,0333126;0,6596180;-0,6812283;-0,0334040;0,8162473;0,2145937;-0,5883774;0,4732988;158;0
18;0,4951134;-0,7407707;-0,0418417;-0,1681017;-0,9521603;-0,5440275;-0,9486880;0,4253686;-0,2426899;0,2361825;-0,6585487;-0,8749097;0,5901481;-0,0105257;-0,8172874;0,1282755;-0,4197731;0,6601570;-0,0186827;-0,3181600;0,5728927;-0,3987487;0,2442084;-0,9753744;0,1625497;0,0141822;-0,8899849;0,7790908;125;0
18;0,3615814;-0,8968973;-0,1072883;0,9677858;-0,2151927;-0,9591795;0,1947639;-0,4731695;-0,0327000;0,0038603;-0,7391420;-0,1014203;0,7195106;-0,0030746;0,2565217;-0,7069775;-0,3383921;0,8322789;-0,0125657;0,1714500;-0,0960048;-0,8101238;0,1796825;-0,7638682;0,2193820;-0,9262250;0,3517522;-0,4249350;494;0
12;0,1980447;-0,2534989;-0,9626957;-0,4377255;0,1585433;0,2164430;-0,4265606;-0,3480049;-0,5511624;0,8857972;0,9378262;-0,8974055;0,7056177;-0,7507682;-0,8212244;0,3330679;0,9986456;0,8930427;-0,0062492;-0,7867486;-0,4149127;0,2496300;0,2929474;-0,6259085;0,9836595;-0,4034347;-0,0467357;-0,2505152;730;0
0;0,5512544;-0,5301267;-0,5582265;0,6235056;-0,4852752;0,3222252;0,4932150;0,1342544;-0,0055399;0,3259863;0,7257734;0,5716387;-0,4183511;-0,6297385;0,9960441;0,4339804;0,8455799;-0,7897218;0,5629049;-0,7135390;-0,7454327;0,3088363;0,6673735;0,8149030;-0,9609392;-0,9580321;-0,5755037;0,6571533;842;0
14;-0,5276645;0,7202886;-0,1513542;-0,3841520;0,0807317;-0,5183737;0,6355177;0,3385286;-0,9403954;0,6452061;0,0916749;0,2741896;0,2359414;0,9553611;-0,1884947;-0,8812390;-0,7793557;-0,1183452;0,1429782;0,9532986;0,1575083;0,4330295;0,7800653;0,1455730;0,2181396;-0,2499870;-0,1365929;0,3574017;667;1
19;0,2387830;-0,6832673;0,4638071;0,9268448;-0,8717841;-0,6215333;-0,5869157;0,4317698;0,8280218;-0,1810303;0,6536116;0,3336710;-0,4016117;-0,2210384;0,1063184;-0,6700060;-0,1537348;0,8128208;0,9800624;-0,8198817;-0,1486683;0,1562878;-0,3879621;-0,3083005;-0,6506920;-0,5068530;-0,8911581;-0,2934423;768;0
14;0,2811238;-0,2524450;0,1253789;-0,6252744;0,8190332;-0,9952385;-0,1903367;0,3374351;0,7787349;0,8054133;0,5314089;-0,2670265;0,3630925;0,3058087;0,0115386;-0,8117071;0,0031460;0,6634863;-0,3477117;-0,8164884;-0,5292954;-0,6305018;-0,3876461;-0,8700188;0,2059539;-0,9102735;0,6964489;0,9218603;7;1
15;-0,2690143;0,9539125;-0,5758847;0,9387798;0,4340063;0,3185522;-0,4323103;-0,3290865;-0,2484084;0,0125623;0,3174038;0,4487133;0,5764754;-0,5148548;-0,5897349;-0,2617966;-0,2859557;-0,5681024;0,1102641;-0,4880584;-0,5301008;0,2850791;-0,6118261;-0,3753210;0,3238031;0,9719762;0,0970269;0,2949498;714;0
5;-0,1856953;0,8878965;-0,7589122;0,9548818;-0,2849485;-0,6468903;0,4244038;0,3972593;-0,0693686;0,4956257;0,1835029;0,5752169;-0,4894294;-0,4885075;-0,7422476;0,8335751;-0,3219170;-0,5722477;-0,8185296;-0,6021877;0,1202750;-0,6586206;0,6218063;0,9162455;-0,0543658;0,0298001;-0,7521603;-0,5025663;265;0
11;-0,8908443;-0,4587906;0,3497405;0,2661224;-0,5808671;0,8845448;-0,3693143;0,3557085;0,9306484;-0,2443789;0,9774656;0,0782381;0,6385231;-0,3415500;0,9320189;0,4688983;0,1752396;0,4491422;-0,8531877;-0,8791792;0,5896077;-0,1154120;-0,2157944;0,1429927;-0,4541971;0,6575660;-0,4070663;-0,6596936;217;1
13;-0,5073082;0,2590824;-0,4057775;0,9091684;-0,0322013;-0,9350618;0,7008777;-0,3640079;-0,9526894;0,6019571;0,6122575;-0,2151059;0,0852452;0,3463620;-0,0873035;-0,5823347;0,9368759;0,5145267;0,9842750;-0,5656188;0,9642475;-0,5191375;0,4985463;0,8885255;-0,1747838;-0,1570043;0,9336935;0,2928100;541;0
4;0,1143081;0,3975948;-0,5960523;0,5974348;-0,9237631;0,7994936;0,6316786;0,2665065;-0,4879727;-0,4695646;0,2807504;0,8772034;0,7497404;-0,7898530;-0,3297294;-0,1626949;-0,2351015;-0,6172147;-0,6888504;-0,1000832;-0,9133502;0,3989184;0,6857620;0,7327690;0,1891991;0,8634889;0,5678797;0,4997102;547;0
1;0,3240006;-0,2342596;-0,6706817;0,2781390;0,5272232;0,9654337;-0,1446642;0,5336735;0,1811531;0,4745296;-0,9787686;-0,7963312;0,5570797;-0,3384081;0,9343325;0,1135219;0,7644036;0,5583913;-0,9991429;0,7659625;0,2501005;0,9890234;0,7264767;-0,5239113;-0,7758439;0,7674822;0,4907064;-0,9725371;972;0
7;-0,7941837;-0,9926569;0,6671475;0,8237056;-0,2706944;-0,3189290;-0,7370835;0,1047222;0,4528209;0,6124843;-0,0353460;0,5233642;0,3742014;0,2280492;-0,4830207;0,2348943;-0,3751160;-0,0455537;0,4118518;-0,7347168;-0,5049262;0,8080384;0,4563996;-0,5531718;-0,7501685;-0,7425710;-0,3434110;0,6076945;584;0
